PuzzleType,TimeToSolve,ExperienceRating
Word,12.45,Fun
Word,10.45,Fun
Word,13.46,Neutral
Word,13.09,Neutral
Word,11.42,Neutral
Word,9.56,Fun
Word,13.27,Neutral
Word,14.86,Neutral
Word,14.76,Neutral
Word,13.75,Neutral
Word,11.03,Fun
Word,10.94,Neutral
Word,10.82,Fun
Word,11.18,Neutral
Word,13.42,Fun
Word,12.51,Neutral
Word,8.29,Neutral
Word,8.28,Neutral
Word,11.95,Neutral
Word,12.30,Neutral
Word,7.39,Fun
Word,10.37,Neutral
Word,12.06,Neutral
Word,14.92,Frustrating
Word,7.97,Fun
Word,9.49,Fun
Word,9.84,Fun
Word,12.35,Fun
Word,12.66,Fun
Word,11.36,Neutral
Word,8.78,Fun
Word,10.74,Neutral
Word,10.88,Fun
Word,11.59,Fun
Word,15.25,Frustrating
Word,10.65,Neutral
Word,12.15,Fun
Word,10.59,Neutral
Word,9.52,Fun
Word,13.27,Fun
Word,9.90,Fun
Word,17.47,Frustrating
Word,12.19,Fun
Word,12.12,Neutral
Word,11.87,Fun
Word,15.69,Neutral
Word,13.33,Neutral
Word,11.50,Neutral
Word,9.67,Neutral
Word,9.92,Fun
Word,10.43,Fun
Word,14.43,Neutral
Word,11.62,Neutral
Word,10.49,Neutral
Word,13.58,Neutral
Word,14.69,Neutral
Word,10.61,Fun
Word,11.11,Neutral
Word,12.69,Neutral
Word,11.99,Neutral
Word,12.81,Neutral
Word,15.43,Neutral
Word,11.88,Neutral
Word,11.44,Neutral
Word,12.97,Frustrating
Word,11.90,Neutral
Word,13.26,Fun
Word,11.55,Fun
Word,12.89,Neutral
Word,8.87,Fun
Word,12.03,Neutral
Word,10.97,Neutral
Word,9.62,Fun
Word,11.17,Fun
Word,12.74,Neutral
Word,12.18,Neutral
Word,13.39,Neutral
Word,13.88,Neutral
Word,13.66,Neutral
Word,11.35,Neutral
Word,9.34,Neutral
Word,11.44,Neutral
Word,14.34,Neutral
Word,11.76,Neutral
Word,8.73,Neutral
Word,12.98,Frustrating
Word,12.56,Neutral
Word,11.20,Neutral
Word,12.35,Neutral
Word,14.74,Neutral
Word,14.60,Neutral
Word,11.09,Fun
Word,12.02,Neutral
Word,9.09,Fun
Word,10.54,Fun
Word,16.02,Neutral
Word,15.00,Neutral
Word,11.54,Fun
Word,10.62,Fun
Word,9.27,Neutral
Word,16.25,Neutral
Word,12.23,Neutral
Word,10.81,Neutral
Word,14.16,Fun
Word,9.80,Fun
Word,13.45,Neutral
Word,14.88,Neutral
Word,11.58,Neutral
Word,14.90,Neutral
Word,13.28,Neutral
Word,10.64,Fun
Word,13.15,Neutral
Word,10.59,Fun
Word,10.93,Neutral
Word,13.55,Neutral
Word,11.05,Fun
Word,11.95,Neutral
Word,14.04,Neutral
Word,9.59,Fun
Word,15.19,Neutral
Word,16.08,Neutral
Word,13.23,Neutral
Word,12.84,Fun
Word,11.01,Neutral
Word,12.98,Neutral
Word,11.00,Fun
Word,12.58,Neutral
Word,10.63,Neutral
Word,13.58,Neutral
Word,13.38,Neutral
Word,14.49,Fun
Word,15.96,Neutral
Word,10.71,Fun
Word,13.93,Neutral
Word,9.15,Fun
Word,11.09,Neutral
Word,13.89,Neutral
Word,10.52,Neutral
Word,12.69,Frustrating
Word,10.20,Fun
Word,11.26,Neutral
Word,11.92,Fun
Word,10.78,Neutral
Word,8.11,Neutral
Word,12.49,Neutral
Word,12.95,Neutral
Word,12.27,Neutral
Word,11.02,Fun
Word,13.80,Neutral
Word,14.16,Neutral
Word,7.25,Fun
Word,14.25,Neutral
Word,8.44,Fun
Word,11.31,Fun
Word,9.78,Neutral
Word,10.74,Fun
Word,14.63,Neutral
Word,13.07,Neutral
Word,12.99,Neutral
Word,7.84,Fun
Word,12.39,Fun
Word,13.26,Neutral
Word,13.72,Neutral
Word,10.05,Fun
Word,13.88,Neutral
Word,9.21,Fun
Word,15.48,Neutral
Word,10.40,Fun
Word,13.53,Neutral
Word,12.64,Fun
Word,9.87,Neutral
Word,14.29,Neutral
Word,12.07,Neutral
Word,13.64,Neutral
Word,12.44,Neutral
Word,13.74,Fun
Word,12.04,Fun
Word,14.23,Neutral
Word,11.30,Fun
Word,13.05,Neutral
Word,12.76,Fun
Word,13.69,Neutral
Word,10.76,Neutral
Word,12.36,Neutral
Word,10.84,Neutral
Word,13.82,Neutral
Word,10.73,Neutral
Word,15.46,Neutral
Word,13.58,Fun
Word,11.97,Fun
Word,14.41,Neutral
Word,11.83,Fun
Word,13.13,Neutral
Word,13.06,Fun
Word,12.85,Neutral
Word,10.81,Fun
Word,9.50,Fun
Word,8.64,Neutral
Word,11.09,Fun
Word,13.37,Fun
Word,11.52,Fun
Word,9.59,Fun
Word,16.31,Frustrating
Word,13.40,Neutral
Word,15.89,Frustrating
Word,14.43,Frustrating
Word,10.78,Fun
Word,11.18,Fun
Word,9.12,Fun
Word,13.48,Neutral
Word,15.25,Neutral
Word,10.16,Fun
Word,9.60,Fun
Word,13.77,Neutral
Word,8.97,Neutral
Word,15.84,Frustrating
Word,13.14,Neutral
Word,8.57,Fun
Word,12.71,Fun
Word,12.21,Neutral
Word,7.06,Fun
Word,11.92,Neutral
Word,10.83,Neutral
Word,10.23,Fun
Word,12.48,Fun
Word,13.70,Frustrating
Word,15.45,Neutral
Word,6.73,Fun
Word,13.49,Neutral
Word,10.10,Fun
Word,14.31,Neutral
Word,12.69,Neutral
Word,14.89,Neutral
Word,9.03,Neutral
Word,12.99,Neutral
Word,12.59,Neutral
Word,14.10,Neutral
Word,11.54,Fun
Word,14.29,Neutral
Word,11.11,Fun
Word,11.14,Neutral
Word,12.05,Fun
Word,9.86,Fun
Word,11.09,Neutral
Word,14.22,Frustrating
Word,15.30,Neutral
Word,14.23,Neutral
Word,11.15,Neutral
Word,12.64,Fun
Word,12.20,Neutral
Word,9.48,Fun
Word,12.51,Fun
Word,10.35,Fun
Word,9.88,Fun
Word,13.45,Neutral
Word,10.58,Fun
Word,11.71,Fun
Word,10.05,Fun
Word,12.11,Neutral
Word,12.98,Fun
Word,13.01,Neutral
Word,9.85,Neutral
Word,14.52,Fun
Word,14.99,Neutral
Word,12.75,Fun
Word,12.31,Fun
Word,12.15,Neutral
Word,12.52,Neutral
Word,12.75,Neutral
Word,12.27,Neutral
Word,13.31,Neutral
Word,11.33,Neutral
Word,14.26,Neutral
Word,11.92,Neutral
Word,8.49,Fun
Word,11.80,Neutral
Word,12.89,Neutral
Word,14.46,Neutral
Word,12.12,Neutral
Word,8.12,Fun
Word,12.01,Neutral
Word,9.60,Fun
Word,10.05,Fun
Word,9.95,Fun
Word,10.40,Neutral
Word,14.27,Neutral
Word,10.34,Fun
Word,11.12,Neutral
Word,12.37,Neutral
Word,13.78,Fun
Word,10.67,Neutral
Word,10.35,Fun
Word,10.96,Neutral
Word,9.66,Fun
Word,13.84,Neutral
Word,7.64,Fun
Word,10.94,Fun
Word,9.12,Fun
Word,8.09,Neutral
Word,12.06,Neutral
Word,15.08,Neutral
Word,15.27,Neutral
Word,10.87,Fun
Word,10.61,Fun
Word,10.92,Neutral
Word,13.42,Neutral
Word,6.88,Fun
Word,12.50,Neutral
Word,11.19,Neutral
Word,10.51,Neutral
Word,7.99,Fun
Word,11.59,Neutral
Word,8.70,Neutral
Word,11.97,Neutral
Word,10.21,Fun
Word,12.09,Neutral
Word,12.92,Neutral
Word,10.99,Fun
Word,9.96,Fun
Word,10.78,Fun
Word,10.67,Fun
Word,9.01,Fun
Word,10.44,Fun
Word,11.61,Fun
Word,11.56,Neutral
Word,12.66,Neutral
Word,14.58,Neutral
Word,12.67,Neutral
Word,14.95,Neutral
Word,10.70,Fun
Word,14.70,Neutral
Word,13.19,Neutral
Word,9.62,Fun
Word,12.80,Fun
Word,9.52,Fun
Word,13.89,Neutral
Word,10.92,Neutral
Word,11.53,Neutral
Word,10.64,Neutral
Word,10.30,Neutral
Word,15.40,Neutral
Word,13.98,Neutral
Word,13.35,Frustrating
Word,12.15,Fun
Word,13.47,Neutral
Word,13.32,Neutral
Word,15.21,Frustrating
Word,13.70,Neutral
Word,11.59,Neutral
Word,11.57,Fun
Word,11.06,Fun
Word,11.27,Fun
Word,11.53,Fun
Word,14.45,Neutral
Word,7.34,Fun
Word,10.60,Fun
Word,11.73,Fun
Word,9.43,Fun
Word,15.24,Neutral
Word,11.53,Neutral
Word,9.77,Fun
Word,10.22,Neutral
Word,13.74,Neutral
Word,15.74,Neutral
Word,11.75,Neutral
Word,12.21,Fun
Word,10.10,Fun
Word,14.63,Fun
Word,13.45,Neutral
Word,7.34,Fun
Word,10.71,Fun
Word,11.53,Neutral
Word,9.78,Fun
Word,11.45,Neutral
Word,9.73,Neutral
Word,12.72,Neutral
Word,12.67,Neutral
Word,13.62,Neutral
Word,12.83,Frustrating
Word,15.19,Frustrating
Word,11.23,Neutral
Word,7.69,Fun
Word,12.05,Fun
Word,13.30,Fun
Word,11.20,Neutral
Word,14.80,Neutral
Word,14.19,Neutral
Word,13.07,Neutral
Word,12.14,Fun
Word,10.90,Neutral
Word,11.65,Fun
Word,12.94,Neutral
Word,13.94,Neutral
Word,11.41,Fun
Word,10.54,Fun
Word,16.95,Frustrating
Word,13.04,Neutral
Word,10.19,Fun
Word,13.86,Neutral
Word,12.12,Neutral
Word,13.65,Neutral
Word,12.10,Neutral
Word,11.88,Neutral
Word,12.18,Neutral
Word,12.83,Neutral
Word,10.78,Neutral
Word,10.69,Fun
Word,11.63,Neutral
Word,12.34,Neutral
Word,11.37,Fun
Word,12.63,Neutral
Word,9.80,Fun
Word,9.14,Fun
Word,15.78,Neutral
Word,12.80,Neutral
Word,11.21,Fun
Word,11.44,Neutral
Word,13.57,Neutral
Word,11.58,Fun
Word,12.38,Fun
Word,11.47,Fun
Word,11.00,Fun
Word,13.20,Neutral
Word,12.28,Neutral
Word,14.60,Neutral
Word,9.75,Neutral
Word,11.73,Fun
Word,11.58,Fun
Word,9.85,Fun
Word,14.00,Neutral
Word,11.79,Neutral
Word,9.23,Neutral
Word,10.82,Neutral
Word,9.79,Fun
Word,14.08,Neutral
Word,17.09,Neutral
Word,10.65,Neutral
Word,11.82,Neutral
Word,12.56,Neutral
Word,17.42,Neutral
Word,7.34,Fun
Word,10.97,Neutral
Word,9.59,Fun
Word,11.54,Fun
Word,11.45,Fun
Word,10.54,Fun
Word,15.67,Frustrating
Word,12.51,Neutral
Word,16.79,Neutral
Word,13.65,Neutral
Word,9.47,Fun
Word,10.49,Fun
Word,12.55,Fun
Word,10.84,Fun
Word,12.71,Neutral
Word,13.47,Neutral
Word,12.84,Neutral
Word,11.73,Neutral
Word,10.71,Fun
Word,9.42,Fun
Word,12.68,Neutral
Word,13.84,Neutral
Word,11.84,Fun
Word,13.51,Neutral
Word,16.46,Neutral
Word,15.87,Neutral
Word,11.01,Fun
Word,13.09,Frustrating
Word,10.60,Fun
Word,13.38,Neutral
Word,11.88,Fun
Word,12.56,Neutral
Word,10.28,Neutral
Word,14.41,Neutral
Word,11.83,Frustrating
Word,11.11,Fun
Word,11.85,Neutral
Word,12.15,Fun
Word,15.27,Neutral
Word,9.78,Neutral
Word,16.92,Neutral
Word,10.45,Fun
Word,12.35,Fun
Word,7.88,Fun
Word,10.69,Neutral
Word,13.46,Neutral
Word,13.01,Fun
Word,12.82,Neutral
Word,11.07,Fun
Word,8.31,Fun
Word,9.85,Neutral
Word,11.54,Neutral
Word,13.24,Neutral
Word,13.67,Neutral
Word,11.39,Frustrating
Word,11.70,Neutral
Word,11.67,Fun
Word,12.12,Neutral
Word,15.07,Neutral
Word,10.55,Neutral
Word,11.59,Fun
Word,12.16,Neutral
Word,9.32,Fun
Word,10.16,Neutral
Word,12.40,Neutral
Word,12.85,Fun
Word,14.28,Neutral
Word,11.07,Fun
Word,14.91,Neutral
Word,10.27,Neutral
Word,8.81,Neutral
Word,8.11,Fun
Word,14.21,Neutral
Word,12.61,Neutral
Word,11.74,Neutral
Word,11.41,Neutral
Word,15.17,Neutral
Word,14.40,Fun
Word,9.99,Fun
Word,9.22,Fun
Word,14.17,Frustrating
Word,13.12,Frustrating
Word,10.98,Fun
Word,12.79,Neutral
Word,7.95,Fun
Word,10.67,Fun
Word,12.87,Frustrating
Word,11.85,Fun
Word,9.44,Neutral
Word,14.03,Neutral
Word,14.33,Neutral
Word,10.12,Neutral
Word,11.63,Neutral
Word,13.46,Neutral
Word,13.73,Neutral
Word,10.94,Neutral
Word,10.24,Fun
Word,12.69,Fun
Word,8.17,Fun
Word,10.10,Neutral
Word,13.55,Fun
Word,8.59,Fun
Word,9.60,Neutral
Word,11.52,Neutral
Word,11.40,Neutral
Word,8.49,Fun
Word,13.02,Neutral
Word,9.96,Neutral
Word,11.68,Neutral
Word,11.61,Neutral
Word,13.39,Neutral
Word,11.87,Neutral
Word,11.73,Neutral
Word,15.31,Frustrating
Word,12.74,Neutral
Word,13.25,Neutral
Word,12.95,Neutral
Word,13.14,Fun
Word,14.67,Neutral
Word,11.89,Neutral
Word,12.49,Fun
Word,15.94,Frustrating
Word,10.94,Neutral
Word,14.58,Neutral
Word,10.79,Neutral
Word,15.42,Frustrating
Word,10.67,Neutral
Word,10.37,Neutral
Word,14.07,Fun
Word,13.93,Neutral
Word,13.10,Neutral
Word,12.55,Neutral
Word,12.48,Fun
Word,16.11,Neutral
Word,9.13,Fun
Word,10.03,Fun
Word,9.44,Neutral
Word,13.92,Neutral
Word,11.51,Fun
Word,11.74,Neutral
Word,15.57,Neutral
Word,10.84,Fun
Word,16.05,Frustrating
Word,9.18,Neutral
Word,14.64,Neutral
Word,12.65,Neutral
Word,11.22,Fun
Word,11.65,Frustrating
Word,14.68,Neutral
Word,15.41,Frustrating
Word,8.64,Fun
Word,18.84,Neutral
Word,17.16,Neutral
Word,10.95,Neutral
Word,11.87,Neutral
Word,10.67,Neutral
Word,11.81,Fun
Word,13.48,Neutral
Word,12.21,Fun
Word,12.38,Neutral
Word,14.96,Frustrating
Word,7.59,Fun
Word,11.02,Neutral
Word,12.29,Neutral
Word,10.43,Fun
Word,14.12,Neutral
Word,11.11,Neutral
Word,11.14,Neutral
Word,14.38,Neutral
Word,13.67,Neutral
Logic,10.20,Fun
Logic,9.84,Neutral
Logic,7.60,Fun
Logic,9.11,Neutral
Logic,15.70,Neutral
Logic,10.43,Neutral
Logic,12.33,Neutral
Logic,10.13,Neutral
Logic,11.72,Fun
Logic,10.39,Neutral
Logic,13.23,Neutral
Logic,9.49,Fun
Logic,7.08,Fun
Logic,12.30,Neutral
Logic,10.02,Neutral
Logic,13.43,Neutral
Logic,10.75,Neutral
Logic,13.41,Frustrating
Logic,11.20,Neutral
Logic,9.80,Fun
Logic,11.95,Neutral
Logic,9.58,Fun
Logic,13.87,Neutral
Logic,10.79,Fun
Logic,6.44,Fun
Logic,9.56,Neutral
Logic,7.24,Fun
Logic,6.14,Fun
Logic,10.62,Fun
Logic,11.80,Neutral
Logic,8.98,Fun
Logic,7.84,Fun
Logic,9.30,Neutral
Logic,7.40,Fun
Logic,11.91,Neutral
Logic,11.65,Neutral
Logic,7.31,Neutral
Logic,9.25,Fun
Logic,12.59,Neutral
Logic,10.16,Neutral
Logic,10.52,Fun
Logic,11.33,Neutral
Logic,11.75,Neutral
Logic,12.91,Neutral
Logic,12.05,Neutral
Logic,7.74,Fun
Logic,9.78,Neutral
Logic,11.10,Neutral
Logic,10.28,Neutral
Logic,6.14,Fun
Logic,8.98,Neutral
Logic,12.53,Neutral
Logic,10.82,Fun
Logic,7.55,Fun
Logic,10.93,Neutral
Logic,10.18,Neutral
Logic,11.84,Neutral
Logic,14.71,Frustrating
Logic,7.47,Fun
Logic,9.49,Fun
Logic,10.22,Fun
Logic,6.23,Fun
Logic,10.44,Fun
Logic,9.31,Fun
Logic,14.97,Frustrating
Logic,4.66,Fun
Logic,13.48,Neutral
Logic,12.52,Frustrating
Logic,11.97,Neutral
Logic,10.79,Fun
Logic,9.08,Fun
Logic,12.71,Neutral
Logic,8.73,Fun
Logic,11.89,Neutral
Logic,11.31,Neutral
Logic,12.65,Neutral
Logic,9.31,Fun
Logic,9.34,Neutral
Logic,11.10,Neutral
Logic,11.11,Neutral
Logic,13.25,Neutral
Logic,11.47,Neutral
Logic,10.79,Neutral
Logic,12.19,Neutral
Logic,9.41,Fun
Logic,12.69,Neutral
Logic,8.45,Fun
Logic,11.18,Neutral
Logic,7.09,Neutral
Logic,10.99,Fun
Logic,7.36,Fun
Logic,10.04,Neutral
Logic,6.99,Fun
Logic,9.22,Fun
Logic,8.95,Fun
Logic,11.61,Neutral
Logic,9.34,Neutral
Logic,8.96,Fun
Logic,12.94,Neutral
Logic,13.84,Neutral
Logic,12.69,Neutral
Logic,7.52,Fun
Logic,13.05,Neutral
Logic,8.04,Fun
Logic,10.36,Fun
Logic,11.97,Neutral
Logic,10.07,Neutral
Logic,10.20,Neutral
Logic,10.75,Neutral
Logic,11.36,Neutral
Logic,11.32,Fun
Logic,7.05,Fun
Logic,10.15,Fun
Logic,11.07,Neutral
Logic,11.68,Neutral
Logic,9.87,Neutral
Logic,9.09,Fun
Logic,7.76,Neutral
Logic,9.04,Neutral
Logic,10.26,Fun
Logic,9.23,Neutral
Logic,11.69,Neutral
Logic,11.24,Neutral
Logic,7.28,Fun
Logic,11.13,Neutral
Logic,11.58,Neutral
Logic,9.98,Fun
Logic,10.45,Neutral
Logic,9.64,Fun
Logic,9.91,Fun
Logic,8.49,Fun
Logic,11.35,Neutral
Logic,8.05,Fun
Logic,9.32,Neutral
Logic,8.67,Fun
Logic,8.76,Fun
Logic,9.76,Neutral
Logic,9.53,Neutral
Logic,9.10,Neutral
Logic,9.99,Fun
Logic,7.33,Fun
Logic,10.72,Neutral
Logic,11.76,Neutral
Logic,7.93,Neutral
Logic,7.67,Fun
Logic,14.96,Neutral
Logic,10.98,Neutral
Logic,10.61,Neutral
Logic,10.10,Neutral
Logic,11.49,Fun
Logic,10.57,Fun
Logic,9.41,Neutral
Logic,9.64,Neutral
Logic,9.81,Fun
Logic,9.86,Fun
Logic,9.00,Neutral
Logic,12.65,Neutral
Logic,10.69,Fun
Logic,8.95,Fun
Logic,11.68,Frustrating
Logic,11.20,Neutral
Logic,10.22,Fun
Logic,11.30,Neutral
Logic,8.69,Fun
Logic,10.10,Neutral
Logic,8.50,Fun
Logic,8.13,Fun
Logic,9.84,Neutral
Logic,10.84,Neutral
Logic,8.67,Fun
Logic,10.15,Neutral
Logic,6.84,Fun
Logic,9.61,Neutral
Logic,12.84,Neutral
Logic,8.20,Fun
Logic,8.11,Neutral
Logic,10.06,Neutral
Logic,11.57,Fun
Logic,12.97,Neutral
Logic,15.81,Frustrating
Logic,12.10,Neutral
Logic,11.84,Neutral
Logic,14.56,Neutral
Logic,9.90,Neutral
Logic,10.07,Neutral
Logic,11.01,Neutral
Logic,7.66,Neutral
Logic,6.83,Fun
Logic,14.11,Neutral
Logic,9.35,Neutral
Logic,9.58,Neutral
Logic,8.51,Neutral
Logic,10.79,Fun
Logic,11.68,Neutral
Logic,10.04,Neutral
Logic,10.53,Neutral
Logic,12.40,Neutral
Logic,10.48,Neutral
Logic,9.38,Neutral
Logic,10.38,Neutral
Logic,8.82,Fun
Logic,10.70,Neutral
Logic,8.70,Fun
Logic,13.29,Fun
Logic,5.53,Fun
Logic,11.30,Neutral
Logic,9.52,Neutral
Logic,14.47,Neutral
Logic,10.03,Fun
Logic,11.46,Neutral
Logic,11.27,Neutral
Logic,11.00,Neutral
Logic,11.54,Neutral
Logic,14.49,Neutral
Logic,12.36,Neutral
Logic,10.89,Fun
Logic,14.08,Frustrating
Logic,11.67,Neutral
Logic,11.80,Frustrating
Logic,12.99,Frustrating
Logic,10.82,Fun
Logic,11.95,Neutral
Logic,9.95,Fun
Logic,10.75,Fun
Logic,10.58,Neutral
Logic,9.22,Fun
Logic,14.57,Neutral
Logic,9.38,Fun
Logic,9.79,Neutral
Logic,13.15,Neutral
Logic,10.46,Fun
Logic,12.84,Neutral
Logic,9.29,Fun
Logic,10.47,Neutral
Logic,10.00,Fun
Logic,8.56,Fun
Logic,9.89,Neutral
Logic,9.19,Neutral
Logic,12.21,Neutral
Logic,9.92,Neutral
Logic,10.33,Fun
Logic,8.84,Fun
Logic,10.93,Neutral
Logic,7.28,Fun
Logic,4.60,Fun
Logic,14.26,Neutral
Logic,12.01,Neutral
Logic,11.77,Neutral
Logic,6.03,Fun
Logic,11.85,Neutral
Logic,11.54,Neutral
Logic,10.34,Fun
Logic,12.15,Fun
Logic,12.74,Neutral
Logic,10.26,Neutral
Logic,14.39,Neutral
Logic,12.48,Neutral
Logic,12.95,Neutral
Logic,9.87,Fun
Logic,10.24,Neutral
Logic,8.65,Fun
Logic,11.31,Neutral
Logic,11.03,Fun
Logic,10.68,Neutral
Logic,9.14,Neutral
Logic,10.04,Fun
Logic,14.47,Neutral
Logic,8.64,Neutral
Logic,9.69,Neutral
Logic,7.69,Fun
Logic,8.02,Fun
Logic,9.93,Fun
Logic,9.72,Neutral
Logic,9.27,Fun
Logic,8.95,Fun
Logic,10.11,Neutral
Logic,12.77,Neutral
Logic,9.78,Neutral
Logic,7.93,Neutral
Logic,8.36,Neutral
Logic,6.49,Fun
Logic,7.08,Fun
Logic,9.01,Neutral
Logic,8.55,Fun
Logic,8.20,Fun
Logic,14.48,Neutral
Logic,14.00,Neutral
Logic,15.63,Frustrating
Logic,12.05,Neutral
Logic,10.18,Neutral
Logic,8.41,Fun
Logic,8.30,Fun
Logic,9.51,Fun
Logic,13.06,Neutral
Logic,11.83,Neutral
Logic,12.28,Frustrating
Logic,10.13,Neutral
Logic,7.39,Fun
Logic,11.15,Neutral
Logic,10.07,Neutral
Logic,9.89,Neutral
Logic,14.87,Neutral
Logic,12.24,Neutral
Logic,10.04,Neutral
Logic,6.69,Fun
Logic,9.93,Neutral
Logic,12.48,Neutral
Logic,11.25,Fun
Logic,11.04,Neutral
Logic,12.59,Neutral
Logic,10.16,Neutral
Logic,9.81,Neutral
Logic,9.99,Neutral
Logic,11.97,Neutral
Logic,9.96,Fun
Logic,12.02,Neutral
Logic,8.04,Fun
Logic,7.96,Fun
Logic,10.75,Neutral
Logic,12.02,Neutral
Logic,9.68,Neutral
Logic,9.35,Neutral
Logic,4.82,Fun
Logic,11.25,Neutral
Logic,8.69,Neutral
Logic,11.31,Neutral
Logic,13.35,Neutral
Logic,9.51,Neutral
Logic,11.89,Fun
Logic,10.19,Neutral
Logic,11.24,Neutral
Logic,8.19,Fun
Logic,11.34,Neutral
Logic,13.11,Fun
Logic,14.09,Neutral
Logic,8.13,Fun
Logic,11.57,Fun
Logic,9.48,Fun
Logic,11.55,Neutral
Logic,10.14,Neutral
Logic,10.00,Neutral
Logic,11.86,Neutral
Logic,11.99,Neutral
Logic,11.06,Neutral
Logic,11.43,Neutral
Logic,11.26,Neutral
Logic,11.06,Neutral
Logic,10.68,Fun
Logic,12.33,Neutral
Logic,11.92,Neutral
Logic,12.09,Neutral
Logic,12.71,Neutral
Logic,11.60,Neutral
Logic,10.19,Fun
Logic,8.32,Neutral
Logic,9.52,Neutral
Logic,8.76,Neutral
Logic,9.90,Fun
Logic,9.45,Fun
Logic,10.11,Neutral
Logic,8.45,Neutral
Logic,9.26,Neutral
Logic,11.21,Neutral
Logic,10.93,Neutral
Logic,9.69,Neutral
Logic,12.53,Neutral
Logic,7.22,Fun
Logic,11.47,Neutral
Logic,13.64,Neutral
Logic,9.68,Fun
Logic,11.28,Neutral
Logic,9.38,Neutral
Logic,10.46,Neutral
Logic,12.13,Neutral
Logic,8.67,Fun
Logic,9.39,Neutral
Logic,11.56,Neutral
Logic,11.33,Neutral
Logic,12.11,Neutral
Logic,13.01,Neutral
Logic,12.04,Neutral
Logic,8.34,Fun
Logic,10.81,Neutral
Logic,9.70,Neutral
Logic,10.49,Neutral
Logic,12.33,Neutral
Logic,11.05,Neutral
Logic,10.81,Neutral
Logic,10.26,Fun
Logic,11.29,Neutral
Logic,8.14,Fun
Logic,9.66,Fun
Logic,13.73,Neutral
Logic,11.73,Neutral
Logic,8.58,Fun
Logic,8.04,Neutral
Logic,8.58,Fun
Logic,11.66,Neutral
Logic,11.37,Fun
Logic,9.36,Neutral
Logic,9.76,Fun
Logic,12.46,Neutral
Logic,9.89,Neutral
Logic,10.38,Neutral
Logic,11.21,Neutral
Logic,10.14,Neutral
Logic,9.03,Neutral
Logic,9.67,Fun
Logic,8.34,Fun
Logic,11.44,Neutral
Logic,13.16,Neutral
Logic,10.99,Neutral
Logic,12.13,Neutral
Logic,9.20,Neutral
Logic,10.22,Fun
Logic,10.23,Fun
Logic,7.64,Fun
Logic,10.68,Neutral
Logic,11.46,Neutral
Logic,11.87,Fun
Logic,13.13,Neutral
Logic,7.55,Fun
Logic,11.74,Fun
Logic,11.93,Neutral
Logic,10.08,Neutral
Logic,11.70,Neutral
Logic,7.67,Fun
Logic,10.93,Neutral
Logic,4.24,Fun
Logic,11.12,Neutral
Logic,13.70,Frustrating
Logic,13.58,Neutral
Logic,5.18,Fun
Logic,11.57,Frustrating
Logic,9.80,Neutral
Logic,10.45,Frustrating
Logic,6.07,Fun
Logic,11.27,Neutral
Logic,9.45,Neutral
Logic,11.25,Neutral
Logic,10.12,Fun
Logic,8.45,Fun
Logic,11.17,Fun
Logic,11.69,Fun
Logic,10.61,Fun
Logic,11.63,Neutral
Logic,9.57,Fun
Logic,13.07,Neutral
Logic,9.78,Fun
Logic,9.34,Neutral
Logic,12.58,Neutral
Logic,12.73,Neutral
Logic,11.86,Neutral
Logic,10.94,Neutral
Logic,13.69,Neutral
Logic,8.48,Fun
Logic,12.78,Frustrating
Logic,13.93,Neutral
Logic,10.61,Fun
Logic,11.67,Frustrating
Logic,11.72,Neutral
Logic,12.89,Neutral
Logic,8.78,Fun
Logic,12.29,Fun
Logic,7.08,Fun
Logic,14.65,Neutral
Logic,9.36,Fun
Logic,9.87,Neutral
Logic,11.02,Neutral
Logic,8.00,Fun
Logic,9.97,Fun
Logic,10.62,Neutral
Logic,9.82,Neutral
Logic,14.55,Neutral
Logic,6.93,Fun
Logic,10.29,Fun
Logic,12.86,Neutral
Logic,8.83,Fun
Logic,10.22,Neutral
Logic,14.39,Neutral
Logic,6.77,Fun
Logic,8.89,Fun
Logic,8.10,Fun
Logic,11.76,Neutral
Logic,8.77,Fun
Logic,11.44,Neutral
Logic,9.21,Neutral
Logic,10.19,Neutral
Logic,12.21,Neutral
Logic,10.77,Fun
Logic,6.62,Fun
Logic,9.43,Neutral
Logic,11.93,Neutral
Logic,14.22,Neutral
Logic,8.27,Fun
Logic,10.04,Neutral
Logic,10.34,Fun
Logic,9.03,Neutral
Logic,7.73,Fun
Logic,14.18,Frustrating
Logic,13.46,Neutral
Logic,7.69,Fun
Logic,6.73,Fun
Logic,9.95,Neutral
Logic,11.36,Neutral
Logic,10.24,Fun
Logic,12.76,Neutral
Logic,10.01,Neutral
Logic,8.17,Fun
Logic,13.54,Neutral
Logic,10.03,Neutral
Logic,9.93,Neutral
Logic,9.97,Neutral
Logic,10.61,Fun
Logic,5.86,Fun
Logic,11.87,Fun
Logic,11.94,Fun
Logic,11.76,Neutral
Logic,9.68,Neutral
Logic,10.70,Fun
Logic,7.63,Fun
Logic,11.22,Fun
Logic,8.87,Fun
Logic,13.13,Neutral
Logic,8.65,Fun
Logic,6.38,Fun
Logic,10.85,Neutral
Logic,7.24,Fun
Logic,8.64,Neutral
Logic,12.11,Neutral
Logic,14.24,Frustrating
Logic,9.97,Neutral
Logic,12.44,Neutral
Logic,7.75,Fun
Logic,13.96,Neutral
Logic,10.49,Fun
Logic,8.94,Neutral
Logic,11.30,Neutral
Logic,8.88,Fun
Logic,10.60,Neutral
